PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Hou, TT; Luo, NC; Cui, YT; Lu, JM; Li, L; MacArthur, KE; Heggen, M; Chen, RT; Fan, FT; Tian, WM; Jin, SY; Wang, F				Hou, Tingting; Luo, Nengchao; Cui, Yi-Tao; Lu, Jianmin; Li, Lei; MacArthur, Katherine E.; Heggen, Marc; Chen, Ruotian; Fan, Fengtao; Tian, Wenming; Jin, Shengye; Wang, Feng			Selective reduction of CO2 to CO under visible light by controlling coordination structures of CeOx-S/ZnIn2S4 hybrid catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						262	270		10.1016/j.apcatb.2018.12.059								WOS:000467661700025						
J	Wang, XN; Dong, WB; Brigante, M; Mailhot, G				Wang, Xiaoning; Dong, Wenbo; Brigante, Marcello; Mailhot, Gilles			Hydroxyl and sulfate radicals activated by Fe(III)-EDDS/UV: Comparison of their degradation efficiencies and influence of critical parameters	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						271	278		10.1016/j.apcatb.2018.12.052								WOS:000467661700026						
J	Sengele, A; Robert, D; Keller, N; Colbeau-Justin, C; Keller, V				Sengele, Armelle; Robert, Didier; Keller, Nicolas; Colbeau-Justin, Christophe; Keller, Valerie			Sn-doped and porogen-modified TiO2 photocatalyst for solar light elimination of sulfure diethyle as a model for chemical warfare agent	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						279	289		10.1016/j.apcatb.2018.12.071								WOS:000467661700027						
J	Wang, H; Sun, YM; Wu, Y; Tu, WG; Wu, SY; Yuan, XZ; Zeng, GM; Xu, ZCJ; Li, SZ; Chew, JW				Wang, Hou; Sun, Yuanmiao; Wu, Yan; Tu, Wenguang; Wu, Shuyang; Yuan, Xingzhong; Zeng, Guangming; Xu, Zhichuan J.; Li, Shuzhou; Chew, Jia Wei			Electrical promotion of spatially photoinduced charge separation via interfacial-built-in quasi-alloying effect in hierarchical Zn2In2S5/Ti3C2(O, OH)x hybrids toward efficient photocatalytic hydrogen evolution and environmental remediation	APPLIED CATALYSIS B-ENVIRONMENTAL																Chew, Jia Wei/A-7395-2018; Hou, Wang/E-5264-2013	Chew, Jia Wei/0000-0002-6603-1649; Hou, Wang/0000-0002-2066-1856												0926-3373	1873-3883				MAY 15	2019	245						290	301		10.1016/j.apcatb.2018.12.051								WOS:000467661700028						
J	Wang, HQ; Dong, XL; Zhao, TT; Yu, HR; Li, M				Wang, Haiqian; Dong, Xiaolei; Zhao, Tingting; Yu, Haoran; Li, Ming			Dry reforming of methane over bimetallic Ni-Co catalyst prepared from La (CoxNi1-x)(0.5)Fe0.5O3 perovskite precursor: Catalytic activity and coking resistance	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						302	313		10.1016/j.apcatb.2018.12.072								WOS:000467661700029						
J	Wang, T; Xing, JY; Zhu, L; Jia, AP; Wang, YJ; Lu, JQ; Luo, MF				Wang, Ting; Xing, Jin-Yuan; Zhu, Li; Jia, Ai-Ping; Wang, Yue-Juan; Lu, Ji-Qing; Luo, Meng-Fei			CO oxidation over supported Pt/CrxFe2-xO3 catalysts and their good tolerance to CO2 and H2O	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						314	324		10.1016/j.apcatb.2018.12.054								WOS:000467661700030						
J	Ding, PH; Di, J; Chen, XL; Zhao, JZ; Gu, KZ; Zhang, Y; Yin, S; Liu, GP; Xia, JX; Li, HM				Ding, Penghui; Di, Jun; Chen, Xiaoliu; Zhao, Junze; Gu, Kaizhi; Zhang, Yi; Yin, Sheng; Liu, Gaopeng; Xia, Jiexiang; Li, Huaming			Partially etched Bi2O2CO3 by metal chloride for enhanced reactive oxygen species generation: A tale of two strategies	APPLIED CATALYSIS B-ENVIRONMENTAL																	Xia, Jiexiang/0000-0002-7394-1130												0926-3373	1873-3883				MAY 15	2019	245						325	333		10.1016/j.apcatb.2018.12.047								WOS:000467661700031						
J	Li, ZP; Zhi, YF; Shao, PP; Xia, H; Li, GS; Feng, X; Chen, X; Shi, Z; Liu, XM				Li, Ziping; Zhi, Yongfeng; Shao, Pengpeng; Xia, Hong; Li, Guosheng; Feng, Xiao; Chen, Xiong; Shi, Zhan; Liu, Xiaoming			Covalent organic framework as an efficient, metal-free, heterogeneous photocatalyst for organic transformations under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																Chen, Xiong/H-3989-2014	Chen, Xiong/0000-0003-2878-7522												0926-3373	1873-3883				MAY 15	2019	245						334	342		10.1016/j.apcatb.2018.12.065								WOS:000467661700032						
J	Xin, X; Li, SH; Zhang, N; Tang, ZR; Xu, YJ				Xin, Xin; Li, Shao-Hai; Zhang, Nan; Tang, Zi-Rong; Xu, Yi-Jun			3D graphene/AgBr/Ag cascade aerogel for efficient photocatalytic disinfection	APPLIED CATALYSIS B-ENVIRONMENTAL																Xu, Yi-Jun/B-2566-2016	Xu, Yi-Jun/0000-0002-2195-1695												0926-3373	1873-3883				MAY 15	2019	245						343	350		10.1016/j.apcatb.2018.12.066								WOS:000467661700033						
J	Primo, A; He, JB; Jurca, B; Cojocaru, B; Bucur, C; Parvulescu, VI; Garcia, H				Primo, Ana; He, Jinbao; Jurca, Bogdan; Cojocaru, Bogdan; Bucur, Cristina; Parvulescu, Vasile I.; Garcia, Hermenegildo			CO2 methanation catalyzed by oriented MoS2 nanoplatelets supported on few layers graphene	APPLIED CATALYSIS B-ENVIRONMENTAL																Garcia, Hermenegildo/E-3296-2010	Garcia, Hermenegildo/0000-0002-9664-493X												0926-3373	1873-3883				MAY 15	2019	245						351	359		10.1016/j.apcatb.2018.12.034								WOS:000467661700034						
J	Winter, LR; Chen, R; Chen, X; Chang, K; Liu, ZY; Senanayake, SD; Ebrahim, AM; Chen, JGG				Winter, Lea R.; Chen, Rui; Chen, Xin; Chang, Kuan; Liu, Zongyuan; Senanayake, Sanjaya D.; Ebrahim, Amani M.; Chen, Jingguang G.			Elucidating the roles of metallic Ni and oxygen vacancies in CO2 hydrogenation over Ni/CeO2 using isotope exchange and in situ measurements	APPLIED CATALYSIS B-ENVIRONMENTAL																	Winter, Lea/0000-0002-6409-788X												0926-3373	1873-3883				MAY 15	2019	245						360	366		10.1016/j.apcatb.2018.12.069								WOS:000467661700035						
J	Oliveira, AS; Baeza, JA; Calvo, L; Alonso-Morales, N; Heras, F; Rodriguez, JJ; Gilarranz, MA				Oliveira, A. S.; Baeza, J. A.; Calvo, L.; Alonso-Morales, N.; Heras, F.; Rodriguez, J. J.; Gilarranz, M. A.			Production of hydrogen from brewery wastewater by aqueous phase reforming with Pt/C catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						367	375		10.1016/j.apcatb.2018.12.061								WOS:000467661700036						
J	Xie, ZH; Yan, BH; Lee, JH; Wu, QY; Li, X; Zhao, BH; Su, D; Zhang, L; Chen, JGG				Xie, Zhenhua; Yan, Binhang; Lee, Ji Hoon; Wu, Qiyuan; Li, Xing; Zhao, Baohuai; Su, Dong; Zhang, Li; Chen, Jingguang G.			Effects of oxide supports on the CO2 reforming of ethane over Pt-Ni bimetallic catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																Lee, Ji Hoon/T-4913-2017	Lee, Ji Hoon/0000-0002-6459-7120												0926-3373	1873-3883				MAY 15	2019	245						376	388		10.1016/j.apcatb.2018.12.070								WOS:000467661700037						
J	Xia, ZX; Fang, J; Zhang, XM; Fan, LP; Barlow, AJ; Lin, T; Wang, SL; Wallace, GG; Sun, GQ; Wang, XA				Xia, Zhangxun; Fang, Jian; Zhang, Xiaoming; Fan, Linpeng; Barlow, Anders J.; Lin, Tong; Wang, Suli; Wallace, Gordon G.; Sun, Gongquan; Wang, Xungai			Pt nanoparticles embedded metal-organic framework nanosheets: A synergistic strategy towards bifunctional oxygen electrocatalysis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						389	398		10.1016/j.apcatb.2018.12.073								WOS:000467661700038						
J	Gao, HH; Cao, RY; Xu, XT; Zhang, SW; Huang, YS; Yang, HC; Deng, XL; Li, JX				Gao, Huihui; Cao, Ruya; Xu, Xuetao; Zhang, Shouwei; Huang, Yongshun; Yang, Hongcen; Deng, Xiaolong; Li, Jiaxing			Construction of dual defect mediated Z-scheme photocatalysts for enhanced photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																Deng, Xiaolong/J-9343-2013	Deng, Xiaolong/0000-0002-1284-4978												0926-3373	1873-3883				MAY 15	2019	245						399	409		10.1016/j.apcatb.2019.01.004								WOS:000467661700039						
J	Zhang, YM; Zhang, NS; Wang, TT; Huang, HT; Chen, Y; Li, ZS; Zou, ZG				Zhang, Yuanming; Zhang, Ningsi; Wang, Tiantian; Huang, Huiting; Chen, Yong; Li, Zhaosheng; Zou, Zhigang			Heterogeneous degradation of organic contaminants in the photo-Fenton reaction employing pure cubic beta-Fe2O3	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						410	419		10.1016/j.apcatb.2019.01.003								WOS:000467661700040						
J	Mei, RQ; Wei, QP; Zhu, CW; Ye, WT; Zhou, B; Ma, L; Yu, ZM; Zhou, KC				Mei, Ruiqiong; Wei, Qiuping; Zhu, Chengwu; Ye, Wentao; Zhou, Bo; Ma, Li; Yu, Zhiming; Zhou, Kechao			3D macroporous boron-doped diamond electrode with interconnected liquid flow channels: A high-efficiency electrochemical degradation of RB-19 dye wastewater under low current	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						420	427		10.1016/j.apcatb.2018.12.074								WOS:000467661700041						
J	Ahmad, M; Chen, S; Ye, F; Quan, X; Afzal, S; Yu, HT; Zhao, XY				Ahmad, Munir; Chen, Shuo; Ye, Fei; Quan, Xie; Afzal, Shahzad; Yu, Hongtao; Zhao, Xueyang			Efficient photo-Fenton activity in mesoporous MIL-100(Fe) decorated with ZnO nanosphere for pollutants degradation	APPLIED CATALYSIS B-ENVIRONMENTAL																	Quan, Xie/0000-0003-3085-0789												0926-3373	1873-3883				MAY 15	2019	245						428	438		10.1016/j.apcatb.2018.12.057								WOS:000467661700042						
J	She, HD; Sun, YD; Li, SP; Huang, JW; Wang, L; Zhu, GQ; Wang, QZ				She, Houde; Sun, Yidong; Li, Shiping; Huang, Jingwei; Wang, Lei; Zhu, Gangqiang; Wang, Qizhao			Synthesis of non-noble metal nickel doped sulfide solid solution for improved photocatalytic performance	APPLIED CATALYSIS B-ENVIRONMENTAL																; wang, qi zhao/C-1278-2013	Zhu, Gangqiang/0000-0001-5708-9446; wang, qi zhao/0000-0003-4466-7811												0926-3373	1873-3883				MAY 15	2019	245						439	447		10.1016/j.apcatb.2019.01.002								WOS:000467661700043						
J	Zhao, W; Feng, Y; Huang, HB; Zhou, PC; Li, J; Zhang, LL; Dai, BL; Xu, JM; Zhu, FX; Sheng, N; Leung, DYC				Zhao, Wei; Feng, Yue; Huang, Haibao; Zhou, Pengcheng; Li, Jing; Zhang, Lili; Dai, Benlin; Xu, Jiming; Zhu, Fengxia; Sheng, Ni; Leung, Dennis Y. C.			A novel Z-scheme Ag3VO4/BiVO4 heterojunction photocatalyst: Study on the excellent photocatalytic performance and photocatalytic mechanism	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						448	458		10.1016/j.apcatb.2019.01.001								WOS:000467661700044						
J	Dong, GH; Zhao, LL; Wu, XX; Zhu, MS; Wang, F				Dong, Guohui; Zhao, Liaoliao; Wu, Xiaoxia; Zhu, Mingshan; Wang, Fu			Photocatalysis removing of NO based on modified carbon nitride: The effect of celestite mineral particles	APPLIED CATALYSIS B-ENVIRONMENTAL																Zhu, Mingshan/B-5244-2012	Zhu, Mingshan/0000-0002-5926-5383												0926-3373	1873-3883				MAY 15	2019	245						459	468		10.1016/j.apcatb.2019.01.013								WOS:000467661700045						
J	Zeng, YS; Yang, TT; Li, CH; Xie, AJ; Li, SK; Zhang, MM; Shen, YH				Zeng, Yusheng; Yang, Tingting; Li, Chuanhao; Xie, Anjian; Li, Shikuo; Zhang, Miaomiao; Shen, Yuhua			ZnxCd1-xSe nanoparticles decorated ordered mesoporous ZnO inverse opal with binder-free heterojunction interfaces for highly efficient photoelectrochemical water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						469	476		10.1016/j.apcatb.2019.01.011								WOS:000467661700046						
J	She, XJ; Xu, H; Li, L; Mo, Z; Zhu, XW; Yu, YH; Song, YH; Wu, JJ; Qian, JC; Yuan, SQ; Li, HM				She, Xiaojie; Xu, Hui; Li, Li; Mo, Zhao; Zhu, Xingwang; Yu, Yahui; Song, Yanhua; Wu, Jingjie; Qian, Junchao; Yuan, Shouqi; Li, Huaming			Steering charge transfer for boosting photocatalytic H-2 evolution: Integration of two-dimensional semiconductor superiorities and noble metal-free Schottky junction effect	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						477	485		10.1016/j.apcatb.2018.12.011								WOS:000467661700047						
J	Magzoub, F; Li, X; Al-Darwish, J; Rezaei, F; Rownaghi, AA				Magzoub, Fatima; Li, Xin; Al-Darwish, Jawad; Rezaei, Fateme; Rownaghi, Ali A.			3D-printed ZSM-5 monoliths with metal dopants for methanol conversion in the presence and absence of carbon dioxide	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						486	495		10.1016/j.apcatb.2019.01.008								WOS:000467661700048						
J	Liu, M; Mu, YF; Yao, S; Guo, S; Guo, XW; Zhang, ZM; Lu, TB				Liu, Meng; Mu, Yan-Fei; Yao, Shuang; Guo, Song; Guo, Xiang-Wei; Zhang, Zhi-Ming; Lu, Tong-Bu			Photosensitizing single-site metal organic framework enabling visible light-driven CO2 reduction for syngas production	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						496	501		10.1016/j.apcatb.2019.01.014								WOS:000467661700049						
J	Zhao, LL; Zhang, ZP; Li, YS; Leng, XS; Zhang, TR; Yuan, FL; Niu, XY; Zhu, YJ				Zhao, Lele; Zhang, Zhiping; Li, Yushi; Leng, Xuesong; Zhang, Tianrui; Yuan, Fulong; Niu, Xiaoyu; Zhu, Yujun			Synthesis of CeaMnOx hollow microsphere with hierarchical structure and its excellent catalytic performance for toluene combustion	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						502	512		10.1016/j.apcatb.2019.01.005								WOS:000467661700050						
J	Ryu, T; Kim, H; Hong, SB				Ryu, Taekyung; Kim, Hyojun; Hong, Suk Bong			Nature of active sites in Cu-LTA NH3-SCR catalysts: A comparative study with Cu-SSZ-13	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						513	521		10.1016/j.apcatb.2019.01.006								WOS:000467661700051						
J	Guan, ZH; Wu, YQ; Wang, P; Zhang, QQ; Wang, ZY; Zheng, ZK; Liu, YY; Dai, Y; Whangbo, MH; Huang, BB				Guan, Zihan; Wu, Yaqiang; Wang, Peng; Zhang, Qianqian; Wang, Zeyan; Zheng, Zhaoke; Liu, Yuanyuan; Dai, Ying; Whangbo, Myung-Hwan; Huang, Baibiao			Perovskite photocatalyst CsPbBr3-xIx with a bandgap funnel structure for H-2 evolution under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																Zheng, Zhaoke/I-8247-2017	Zheng, Zhaoke/0000-0003-1104-2583												0926-3373	1873-3883				MAY 15	2019	245						522	527		10.1016/j.apcatb.2019.01.019								WOS:000467661700052						
J	Tang, YJ; Zhu, HJ; Dong, LZ; Zhang, AM; Li, SL; Liu, J; Lan, YQ				Tang, Yu-Jia; Zhu, Hong-Jing; Dong, Long-Zhang; Zhang, A-Man; Li, Shun-Li; Liu, Jiang; Lan, Ya-Qian			Solid-phase hot-pressing of POMs-ZIFs precursor and derived phosphide for overall water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						528	535		10.1016/j.apcatb.2019.01.007								WOS:000467661700053						
J	Kayaalp, B; Lee, S; Klauke, K; Seo, J; Nodari, L; Kornowski, A; Jung, W; Mascotto, S				Kayaalp, Bugra; Lee, Siwon; Klauke, Kurt; Seo, Jongsu; Nodari, Luca; Kornowski, Andreas; Jung, WooChul; Mascotto, Simone			Template-free mesoporous La0.3Sr0.7Ti1-xFexO3 +/-delta for CH4 and CO oxidation catalysis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						536	545		10.1016/j.apcatb.2018.12.077								WOS:000467661700054						
J	Wang, YX; Chen, LL; Cao, HB; Chi, ZX; Chen, CM; Duan, XG; Xie, YB; Qi, F; Song, WY; Liu, J; Wang, SB				Wang, Yuxian; Chen, Lulu; Cao, Hongbin; Chi, Zhaoxu; Chen, Chunmao; Duan, Xiaoguang; Xie, Yongbing; Qi, Fei; Song, Weiyu; Liu, Jian; Wang, Shaobin			Role of oxygen vacancies and Mn sites in hierarchical Mn2O3/LaMnO3-delta perovskite composites for aqueous organic pollutants decontamination	APPLIED CATALYSIS B-ENVIRONMENTAL																	xie, yongbing/0000-0002-5592-9883												0926-3373	1873-3883				MAY 15	2019	245						546	554		10.1016/j.apcatb.2019.01.025								WOS:000467661700055						
J	Lee, D; Kim, Y; Kwon, Y; Lee, J; Kim, TW; Noh, Y; Kim, WB; Seo, MH; Kim, K; Kim, HJ				Lee, Daewon; Kim, Youngmin; Kwon, Yonghyun; Lee, Jongmin; Kim, Tae-Wan; Noh, Yuseong; Kim, Won Bae; Seo, Min Ho; Kim, Kyoungsoo; Kim, Hyung Ju			Boosting the electrocatalytic glycerol oxidation performance with highly-dispersed Pt nanoclusters loaded on 3D graphene-like microporous carbon	APPLIED CATALYSIS B-ENVIRONMENTAL																; Kim, Youngmin/C-7926-2019	Kim, Won Bae/0000-0002-1251-9681; Kim, Youngmin/0000-0002-6893-5270												0926-3373	1873-3883				MAY 15	2019	245						555	568		10.1016/j.apcatb.2019.01.022								WOS:000467661700056						
J	Liu, Y; Zhou, H; Cao, RR; Liu, XY; Zhang, PY; Zhan, JJ; Liu, LF				Liu, Yang; Zhou, Hao; Cao, Ranran; Liu, Xingyun; Zhang, Pengyi; Zhan, Jingjing; Liu, Lifen			Facile and green synthetic strategy of birnessite-type MnO2 with high efficiency for airborne benzene removal at low temperatures	APPLIED CATALYSIS B-ENVIRONMENTAL																; Liu, Yang/S-2422-2017; Zhou, Hao/K-2701-2015	Liu, Lifen/0000-0003-2949-6348; Liu, Yang/0000-0002-5488-7052; Zhou, Hao/0000-0002-3901-6582												0926-3373	1873-3883				MAY 15	2019	245						569	582		10.1016/j.apcatb.2019.01.023								WOS:000467661700057						
J	Su, P; Zhou, MH; Lu, XY; Yang, WL; Ren, GB; Cai, JJ				Su, Pei; Zhou, Minghua; Lu, Xiaoye; Yang, Weilu; Ren, Gengbo; Cai, Jingju			Electrochemical catalytic mechanism of N-doped graphene for enhanced H2O2 yield and in-situ degradation of organic pollutant	APPLIED CATALYSIS B-ENVIRONMENTAL																	Zhou, Minghua/0000-0003-1306-3505												0926-3373	1873-3883				MAY 15	2019	245						583	595		10.1016/j.apcatb.2018.12.075								WOS:000467661700058						
J	Lan, ZA; Ren, W; Chen, X; Zhang, YF; Wang, XC				Lan, Zhi-An; Ren, Wei; Chen, Xiong; Zhang, Yongfan; Wang, Xinchen			Conjugated donor-acceptor polymer photocatalysts with electron-output "tentacles" for efficient hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																Chen, Xiong/H-3989-2014; wang, xin chen/D-6020-2016	Chen, Xiong/0000-0003-2878-7522; wang, xin chen/0000-0002-2490-3568; Lan, Zhi-An/0000-0002-0638-0564												0926-3373	1873-3883				MAY 15	2019	245						596	603		10.1016/j.apcatb.2019.01.010								WOS:000467661700059						
J	Zhou, YF; Shen, Y; Xi, JY				Zhou, Yongfang; Shen, Yi; Xi, Jingyu			Seed-mediated synthesis of PtxAuy@Ag electrocatalysts for the selective oxidation of glycerol	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						604	612		10.1016/j.apcatb.2019.01.009								WOS:000467661700060						
J	Bkour, Q; Marin-Flores, OG; Norton, MG; Ha, S				Bkour, Qusay; Marin-Flores, Oscar G.; Norton, M. Grant; Ha, Su			A highly active and stable bimetallic Ni-Mo2C catalyst for a partial oxidation of jet fuel	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						613	622		10.1016/j.apcatb.2019.01.027								WOS:000467661700061						
J	Tang, WX; Lu, XX; Liu, FY; Du, SC; Weng, JF; Hoang, S; Wang, SB; Nam, CY; Gao, PX				Tang, Wenxiang; Lu, Xingxu; Liu, Fangyuan; Du, Shoucheng; Weng, Junfei; Hoang, Son; Wang, Sibo; Nam, Chang-Yong; Gao, Pu-Xian			Ceria-based nanoflake arrays integrated on 3D cordierite honeycombs for efficient low-temperature diesel oxidation catalyst	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						623	634		10.1016/j.apcatb.2019.01.028								WOS:000467661700062						
J	Cho, KY; Seo, JY; Kim, HJ; Pai, SJ; Do, XH; Yoon, HG; Hwang, SS; Han, SS; Baek, KY				Cho, Kie Yong; Seo, Jin Young; Kim, Hyun-Ji; Pai, Sung Jin; Do, Xuan Huy; Yoon, Ho Gyu; Hwang, Seung Sang; Han, Sang Soo; Baek, Kyung-Youl			Facile control of defect site density and particle size of UiO-66 for enhanced hydrolysis rates: insights into feasibility of Zr(IV)-based metal-organic framework (MOF) catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 15	2019	245						635	647		10.1016/j.apcatb.2019.01.033								WOS:000467661700063						
